"local_site","DateTime","mmt_num","SM"
"MRS1",2018-07-22 21:00:00,1,0.1121
"MRS1",2018-07-22 21:00:00,2,0.1114
"MRS1",2018-07-22 21:00:00,3,0.0657
"MRS1",2018-07-22 21:00:00,4,0.1492
"MRS1",2018-07-22 21:00:00,5,0.2102
"MRS11",2018-07-22 21:00:00,1,0.2371
"MRS11",2018-07-22 21:00:00,2,0.0853
"MRS11",2018-07-22 21:00:00,3,0.3257
"MRS11",2018-07-22 21:00:00,4,0.1521
"MRS11",2018-07-22 21:00:00,5,0.248
"MRS13A",2018-07-22 21:00:00,1,-0.0099
"MRS13A",2018-07-22 21:00:00,2,0.1906
"MRS13A",2018-07-22 21:00:00,3,0.1506
"MRS13A",2018-07-22 21:00:00,4,0.1078
"MRS13A",2018-07-22 21:00:00,5,0.0773
"MRS1",2018-07-22 22:00:00,1,0.1136
"MRS1",2018-07-22 22:00:00,2,0.1165
"MRS1",2018-07-22 22:00:00,3,0.0657
"MRS1",2018-07-22 22:00:00,4,0.1775
"MRS1",2018-07-22 22:00:00,5,0.2167
"MRS11",2018-07-22 22:00:00,1,0.2451
"MRS11",2018-07-22 22:00:00,2,0.0889
"MRS11",2018-07-22 22:00:00,3,0.3475
"MRS11",2018-07-22 22:00:00,4,0.1899
"MRS11",2018-07-22 22:00:00,5,0.2632
"MRS13A",2018-07-22 22:00:00,1,0.001
"MRS13A",2018-07-22 22:00:00,2,0.1862
"MRS13A",2018-07-22 22:00:00,3,0.1368
"MRS13A",2018-07-22 22:00:00,4,0.115
"MRS13A",2018-07-22 22:00:00,5,0.1288
"MRS1",2018-07-22 23:00:00,1,0.1288
"MRS1",2018-07-22 23:00:00,2,0.1194
"MRS1",2018-07-22 23:00:00,3,0.0664
"MRS1",2018-07-22 23:00:00,4,0.1782
"MRS1",2018-07-22 23:00:00,5,0.216
"MRS11",2018-07-22 23:00:00,1,0.2414
"MRS11",2018-07-22 23:00:00,2,0.0918
"MRS11",2018-07-22 23:00:00,3,0.3496
"MRS11",2018-07-22 23:00:00,4,0.1724
"MRS11",2018-07-22 23:00:00,5,0.2574
"MRS13A",2018-07-22 23:00:00,1,0.0054
"MRS13A",2018-07-22 23:00:00,2,0.1862
"MRS13A",2018-07-22 23:00:00,3,0.1412
"MRS13A",2018-07-22 23:00:00,4,0.1209
"MRS13A",2018-07-22 23:00:00,5,0.1129
"MRS1",2018-07-23 00:00:00,1,0.1325
"MRS1",2018-07-23 00:00:00,2,0.1201
"MRS1",2018-07-23 00:00:00,3,0.0664
"MRS1",2018-07-23 00:00:00,4,0.1753
"MRS1",2018-07-23 00:00:00,5,0.2131
"MRS11",2018-07-23 00:00:00,1,0.24
"MRS11",2018-07-23 00:00:00,2,0.0933
"MRS11",2018-07-23 00:00:00,3,0.3424
"MRS11",2018-07-23 00:00:00,4,0.163
"MRS11",2018-07-23 00:00:00,5,0.2567
"MRS13A",2018-07-23 00:00:00,1,0.0046
"MRS13A",2018-07-23 00:00:00,2,0.187
"MRS13A",2018-07-23 00:00:00,3,0.1325
"MRS13A",2018-07-23 00:00:00,4,0.1252
"MRS13A",2018-07-23 00:00:00,5,0.0969
"MRS1",2018-07-23 01:00:00,1,0.1318
"MRS1",2018-07-23 01:00:00,2,0.1201
"MRS1",2018-07-23 01:00:00,3,0.0671
"MRS1",2018-07-23 01:00:00,4,0.1746
"MRS1",2018-07-23 01:00:00,5,0.2102
"MRS11",2018-07-23 01:00:00,1,0.2392
"MRS11",2018-07-23 01:00:00,2,0.0947
"MRS11",2018-07-23 01:00:00,3,0.3402
"MRS11",2018-07-23 01:00:00,4,0.1601
"MRS11",2018-07-23 01:00:00,5,0.2552
"MRS13A",2018-07-23 01:00:00,1,0.0039
"MRS13A",2018-07-23 01:00:00,2,0.187
"MRS13A",2018-07-23 01:00:00,3,0.1194
"MRS13A",2018-07-23 01:00:00,4,0.1267
"MRS13A",2018-07-23 01:00:00,5,0.0925
"MRS1",2018-07-23 02:00:00,1,0.1303
"MRS1",2018-07-23 02:00:00,2,0.1201
"MRS1",2018-07-23 02:00:00,3,0.0678
"MRS1",2018-07-23 02:00:00,4,0.1746
"MRS1",2018-07-23 02:00:00,5,0.208
"MRS11",2018-07-23 02:00:00,1,0.2385
"MRS11",2018-07-23 02:00:00,2,0.0962
"MRS11",2018-07-23 02:00:00,3,0.338
"MRS11",2018-07-23 02:00:00,4,0.1586
"MRS11",2018-07-23 02:00:00,5,0.256
"MRS13A",2018-07-23 02:00:00,1,0.0039
"MRS13A",2018-07-23 02:00:00,2,0.1855
"MRS13A",2018-07-23 02:00:00,3,0.1136
"MRS13A",2018-07-23 02:00:00,4,0.1296
"MRS13A",2018-07-23 02:00:00,5,0.0882
"MRS1",2018-07-23 03:00:00,1,0.1288
"MRS1",2018-07-23 03:00:00,2,0.1194
"MRS1",2018-07-23 03:00:00,3,0.0678
"MRS1",2018-07-23 03:00:00,4,0.1746
"MRS1",2018-07-23 03:00:00,5,0.2058
"MRS11",2018-07-23 03:00:00,1,0.2385
"MRS11",2018-07-23 03:00:00,2,0.0969
"MRS11",2018-07-23 03:00:00,3,0.3358
"MRS11",2018-07-23 03:00:00,4,0.1586
"MRS11",2018-07-23 03:00:00,5,0.256
"MRS13A",2018-07-23 03:00:00,1,0.0025
"MRS13A",2018-07-23 03:00:00,2,0.184
"MRS13A",2018-07-23 03:00:00,3,0.1085
"MRS13A",2018-07-23 03:00:00,4,0.1318
"MRS13A",2018-07-23 03:00:00,5,0.0838
"MRS1",2018-07-23 04:00:00,1,0.1274
"MRS1",2018-07-23 04:00:00,2,0.1194
"MRS1",2018-07-23 04:00:00,3,0.0678
"MRS1",2018-07-23 04:00:00,4,0.1746
"MRS1",2018-07-23 04:00:00,5,0.2037
"MRS11",2018-07-23 04:00:00,1,0.2378
"MRS11",2018-07-23 04:00:00,2,0.0962
"MRS11",2018-07-23 04:00:00,3,0.3344
"MRS11",2018-07-23 04:00:00,4,0.1579
"MRS11",2018-07-23 04:00:00,5,0.256
"MRS13A",2018-07-23 04:00:00,1,3e-04
"MRS13A",2018-07-23 04:00:00,2,0.1833
"MRS13A",2018-07-23 04:00:00,3,0.1056
"MRS13A",2018-07-23 04:00:00,4,0.1347
"MRS13A",2018-07-23 04:00:00,5,0.0795
"MRS1",2018-07-23 05:00:00,1,0.1259
"MRS1",2018-07-23 05:00:00,2,0.1187
"MRS1",2018-07-23 05:00:00,3,0.0678
"MRS1",2018-07-23 05:00:00,4,0.1739
"MRS1",2018-07-23 05:00:00,5,0.2022
"MRS11",2018-07-23 05:00:00,1,0.2371
"MRS11",2018-07-23 05:00:00,2,0.0976
"MRS11",2018-07-23 05:00:00,3,0.3344
"MRS11",2018-07-23 05:00:00,4,0.1572
"MRS11",2018-07-23 05:00:00,5,0.256
"MRS13A",2018-07-23 05:00:00,1,-4e-04
"MRS13A",2018-07-23 05:00:00,2,0.1819
"MRS13A",2018-07-23 05:00:00,3,0.1034
"MRS13A",2018-07-23 05:00:00,4,0.1368
"MRS13A",2018-07-23 05:00:00,5,0.0766
"MRS1",2018-07-23 06:00:00,1,0.1238
"MRS1",2018-07-23 06:00:00,2,0.118
"MRS1",2018-07-23 06:00:00,3,0.0678
"MRS1",2018-07-23 06:00:00,4,0.1608
"MRS1",2018-07-23 06:00:00,5,0.2008
"MRS11",2018-07-23 06:00:00,1,0.2371
"MRS11",2018-07-23 06:00:00,2,0.0983
"MRS11",2018-07-23 06:00:00,3,0.3329
"MRS11",2018-07-23 06:00:00,4,0.1572
"MRS11",2018-07-23 06:00:00,5,0.2567
"MRS13A",2018-07-23 06:00:00,1,-0.0012
"MRS13A",2018-07-23 06:00:00,2,0.1804
"MRS13A",2018-07-23 06:00:00,3,0.1012
"MRS13A",2018-07-23 06:00:00,4,0.1376
"MRS13A",2018-07-23 06:00:00,5,0.0758
"MRS1",2018-07-23 07:00:00,1,0.1223
"MRS1",2018-07-23 07:00:00,2,0.118
"MRS1",2018-07-23 07:00:00,3,0.0678
"MRS1",2018-07-23 07:00:00,4,0.1579
"MRS1",2018-07-23 07:00:00,5,0.1993
"MRS11",2018-07-23 07:00:00,1,0.2378
"MRS11",2018-07-23 07:00:00,2,0.0976
"MRS11",2018-07-23 07:00:00,3,0.3315
"MRS11",2018-07-23 07:00:00,4,0.1572
"MRS11",2018-07-23 07:00:00,5,0.256
"MRS13A",2018-07-23 07:00:00,1,-0.0026
"MRS13A",2018-07-23 07:00:00,2,0.179
"MRS13A",2018-07-23 07:00:00,3,0.1005
"MRS13A",2018-07-23 07:00:00,4,0.1419
"MRS13A",2018-07-23 07:00:00,5,0.0729
"MRS1",2018-07-23 08:00:00,1,0.1216
"MRS1",2018-07-23 08:00:00,2,0.118
"MRS1",2018-07-23 08:00:00,3,0.0671
"MRS1",2018-07-23 08:00:00,4,0.1528
"MRS1",2018-07-23 08:00:00,5,0.1986
"MRS11",2018-07-23 08:00:00,1,0.2371
"MRS11",2018-07-23 08:00:00,2,0.0976
"MRS11",2018-07-23 08:00:00,3,0.3315
"MRS11",2018-07-23 08:00:00,4,0.1572
"MRS11",2018-07-23 08:00:00,5,0.2574
"MRS13A",2018-07-23 08:00:00,1,-0.0019
"MRS13A",2018-07-23 08:00:00,2,0.179
"MRS13A",2018-07-23 08:00:00,3,0.0991
"MRS13A",2018-07-23 08:00:00,4,0.1441
"MRS13A",2018-07-23 08:00:00,5,0.0722
"MRS1",2018-07-23 09:00:00,1,0.1201
"MRS1",2018-07-23 09:00:00,2,0.118
"MRS1",2018-07-23 09:00:00,3,0.0671
"MRS1",2018-07-23 09:00:00,4,0.1499
"MRS1",2018-07-23 09:00:00,5,0.1978
"MRS11",2018-07-23 09:00:00,1,0.2371
"MRS11",2018-07-23 09:00:00,2,0.0983
"MRS11",2018-07-23 09:00:00,3,0.3315
"MRS11",2018-07-23 09:00:00,4,0.155
"MRS11",2018-07-23 09:00:00,5,0.2581
"MRS13A",2018-07-23 09:00:00,1,-0.0033
"MRS13A",2018-07-23 09:00:00,2,0.179
"MRS13A",2018-07-23 09:00:00,3,0.0983
"MRS13A",2018-07-23 09:00:00,4,0.147
"MRS13A",2018-07-23 09:00:00,5,0.0707
"MRS1",2018-07-23 10:00:00,1,0.1194
"MRS1",2018-07-23 10:00:00,2,0.1172
"MRS1",2018-07-23 10:00:00,3,0.0664
"MRS1",2018-07-23 10:00:00,4,0.1477
"MRS1",2018-07-23 10:00:00,5,0.1964
"MRS11",2018-07-23 10:00:00,1,0.2378
"MRS11",2018-07-23 10:00:00,2,0.0991
"MRS11",2018-07-23 10:00:00,3,0.3308
"MRS11",2018-07-23 10:00:00,4,0.1543
"MRS11",2018-07-23 10:00:00,5,0.2581
"MRS13A",2018-07-23 10:00:00,1,0.0017
"MRS13A",2018-07-23 10:00:00,2,0.1775
"MRS13A",2018-07-23 10:00:00,3,0.0976
"MRS13A",2018-07-23 10:00:00,4,0.1506
"MRS13A",2018-07-23 10:00:00,5,0.0693
"MRS1",2018-07-23 11:00:00,1,0.115
"MRS1",2018-07-23 11:00:00,2,0.1165
"MRS1",2018-07-23 11:00:00,3,0.0649
"MRS1",2018-07-23 11:00:00,4,0.1441
"MRS1",2018-07-23 11:00:00,5,0.1949
"MRS11",2018-07-23 11:00:00,1,0.2385
"MRS11",2018-07-23 11:00:00,2,0.0998
"MRS11",2018-07-23 11:00:00,3,0.3293
"MRS11",2018-07-23 11:00:00,4,0.1543
"MRS11",2018-07-23 11:00:00,5,0.2574
"MRS13A",2018-07-23 11:00:00,1,-0.0033
"MRS13A",2018-07-23 11:00:00,2,0.1775
"MRS13A",2018-07-23 11:00:00,3,0.0969
"MRS13A",2018-07-23 11:00:00,4,0.1557
"MRS13A",2018-07-23 11:00:00,5,0.0686
"MRS1",2018-07-23 12:00:00,1,0.1107
"MRS1",2018-07-23 12:00:00,2,0.115
"MRS1",2018-07-23 12:00:00,3,0.0642
"MRS1",2018-07-23 12:00:00,4,0.139
"MRS1",2018-07-23 12:00:00,5,0.192
"MRS11",2018-07-23 12:00:00,1,0.2371
"MRS11",2018-07-23 12:00:00,2,0.0998
"MRS11",2018-07-23 12:00:00,3,0.3279
"MRS11",2018-07-23 12:00:00,4,0.1528
"MRS11",2018-07-23 12:00:00,5,0.2567
"MRS13A",2018-07-23 12:00:00,1,-0.0055
"MRS13A",2018-07-23 12:00:00,2,0.1746
"MRS13A",2018-07-23 12:00:00,3,0.094
"MRS13A",2018-07-23 12:00:00,4,0.155
"MRS13A",2018-07-23 12:00:00,5,0.0657
"MRS1",2018-07-23 13:00:00,1,0.1078
"MRS1",2018-07-23 13:00:00,2,0.1143
"MRS1",2018-07-23 13:00:00,3,0.0628
"MRS1",2018-07-23 13:00:00,4,0.1361
"MRS1",2018-07-23 13:00:00,5,0.1906
"MRS11",2018-07-23 13:00:00,1,0.2356
"MRS11",2018-07-23 13:00:00,2,0.0998
"MRS11",2018-07-23 13:00:00,3,0.3279
"MRS11",2018-07-23 13:00:00,4,0.1535
"MRS11",2018-07-23 13:00:00,5,0.256
"MRS13A",2018-07-23 13:00:00,1,-0.007
"MRS13A",2018-07-23 13:00:00,2,0.1732
"MRS13A",2018-07-23 13:00:00,3,0.0925
"MRS13A",2018-07-23 13:00:00,4,0.1557
"MRS13A",2018-07-23 13:00:00,5,0.0635
"MRS1",2018-07-23 14:00:00,1,0.1049
"MRS1",2018-07-23 14:00:00,2,0.1136
"MRS1",2018-07-23 14:00:00,3,0.062
"MRS1",2018-07-23 14:00:00,4,0.1332
"MRS1",2018-07-23 14:00:00,5,0.1899
"MRS11",2018-07-23 14:00:00,1,0.2349
"MRS11",2018-07-23 14:00:00,2,0.0998
"MRS11",2018-07-23 14:00:00,3,0.3257
"MRS11",2018-07-23 14:00:00,4,0.1535
"MRS11",2018-07-23 14:00:00,5,0.256
"MRS13A",2018-07-23 14:00:00,1,-0.0062
"MRS13A",2018-07-23 14:00:00,2,0.1732
"MRS13A",2018-07-23 14:00:00,3,0.0918
"MRS13A",2018-07-23 14:00:00,4,0.1572
"MRS13A",2018-07-23 14:00:00,5,0.0635
"MRS1",2018-07-23 15:00:00,1,0.1049
"MRS1",2018-07-23 15:00:00,2,0.1165
"MRS1",2018-07-23 15:00:00,3,0.062
"MRS1",2018-07-23 15:00:00,4,0.1448
"MRS1",2018-07-23 15:00:00,5,0.192
"MRS11",2018-07-23 15:00:00,1,0.2378
"MRS11",2018-07-23 15:00:00,2,0.1005
"MRS11",2018-07-23 15:00:00,3,0.3315
"MRS11",2018-07-23 15:00:00,4,0.1564
"MRS11",2018-07-23 15:00:00,5,0.261
"MRS13A",2018-07-23 15:00:00,1,-0.0062
"MRS13A",2018-07-23 15:00:00,2,0.1717
"MRS13A",2018-07-23 15:00:00,3,0.0911
"MRS13A",2018-07-23 15:00:00,4,0.1586
"MRS13A",2018-07-23 15:00:00,5,0.0635
"MRS1",2018-07-23 16:00:00,1,0.1042
"MRS1",2018-07-23 16:00:00,2,0.1165
"MRS1",2018-07-23 16:00:00,3,0.062
"MRS1",2018-07-23 16:00:00,4,0.155
"MRS1",2018-07-23 16:00:00,5,0.1928
"MRS11",2018-07-23 16:00:00,1,0.2371
"MRS11",2018-07-23 16:00:00,2,0.1005
"MRS11",2018-07-23 16:00:00,3,0.3315
"MRS11",2018-07-23 16:00:00,4,0.1543
"MRS11",2018-07-23 16:00:00,5,0.2603
"MRS13A",2018-07-23 16:00:00,1,-0.0062
"MRS13A",2018-07-23 16:00:00,2,0.1717
"MRS13A",2018-07-23 16:00:00,3,0.0904
"MRS13A",2018-07-23 16:00:00,4,0.1601
"MRS13A",2018-07-23 16:00:00,5,0.0628
"MRS1",2018-07-23 17:00:00,1,0.2458
"MRS1",2018-07-23 17:00:00,2,0.1855
"MRS1",2018-07-23 17:00:00,3,0.1012
"MRS1",2018-07-23 17:00:00,4,0.2153
"MRS1",2018-07-23 17:00:00,5,0.2865
"MRS11",2018-07-23 17:00:00,1,0.2668
"MRS11",2018-07-23 17:00:00,2,0.1056
"MRS11",2018-07-23 17:00:00,3,0.3722
"MRS11",2018-07-23 17:00:00,4,0.1978
"MRS11",2018-07-23 17:00:00,5,0.2966
"MRS13A",2018-07-23 17:00:00,1,0.0272
"MRS13A",2018-07-23 17:00:00,2,0.1717
"MRS13A",2018-07-23 17:00:00,3,0.1012
"MRS13A",2018-07-23 17:00:00,4,0.1724
"MRS13A",2018-07-23 17:00:00,5,0.1361
"MRS1",2018-07-23 18:00:00,1,0.2073
"MRS1",2018-07-23 18:00:00,2,0.1644
"MRS1",2018-07-23 18:00:00,3,0.1012
"MRS1",2018-07-23 18:00:00,4,0.2124
"MRS1",2018-07-23 18:00:00,5,0.248
"MRS11",2018-07-23 18:00:00,1,0.2516
"MRS11",2018-07-23 18:00:00,2,0.1136
"MRS11",2018-07-23 18:00:00,3,0.3693
"MRS11",2018-07-23 18:00:00,4,0.179
"MRS11",2018-07-23 18:00:00,5,0.277
"MRS13A",2018-07-23 18:00:00,1,0.0243
"MRS13A",2018-07-23 18:00:00,2,0.1782
"MRS13A",2018-07-23 18:00:00,3,0.1034
"MRS13A",2018-07-23 18:00:00,4,0.1797
"MRS13A",2018-07-23 18:00:00,5,0.1238
"MRS1",2018-07-23 19:00:00,1,0.1978
"MRS1",2018-07-23 19:00:00,2,0.1601
"MRS1",2018-07-23 19:00:00,3,0.1012
"MRS1",2018-07-23 19:00:00,4,0.2109
"MRS1",2018-07-23 19:00:00,5,0.24
"MRS11",2018-07-23 19:00:00,1,0.2494
"MRS11",2018-07-23 19:00:00,2,0.1165
"MRS11",2018-07-23 19:00:00,3,0.3642
"MRS11",2018-07-23 19:00:00,4,0.1695
"MRS11",2018-07-23 19:00:00,5,0.2748
"MRS13A",2018-07-23 19:00:00,1,0.0221
"MRS13A",2018-07-23 19:00:00,2,0.179
"MRS13A",2018-07-23 19:00:00,3,0.1034
"MRS13A",2018-07-23 19:00:00,4,0.1848
"MRS13A",2018-07-23 19:00:00,5,0.1107
"MRS1",2018-07-23 20:00:00,1,0.2371
"MRS1",2018-07-23 20:00:00,2,0.1782
"MRS1",2018-07-23 20:00:00,3,0.102
"MRS1",2018-07-23 20:00:00,4,0.2167
"MRS1",2018-07-23 20:00:00,5,0.2494
"MRS11",2018-07-23 20:00:00,1,0.2501
"MRS11",2018-07-23 20:00:00,2,0.118
"MRS11",2018-07-23 20:00:00,3,0.3642
"MRS11",2018-07-23 20:00:00,4,0.1681
"MRS11",2018-07-23 20:00:00,5,0.2741
"MRS13A",2018-07-23 20:00:00,1,0.0228
"MRS13A",2018-07-23 20:00:00,2,0.1797
"MRS13A",2018-07-23 20:00:00,3,0.1034
"MRS13A",2018-07-23 20:00:00,4,0.1899
"MRS13A",2018-07-23 20:00:00,5,0.11
"MRS1",2018-07-23 21:00:00,1,0.2138
"MRS1",2018-07-23 21:00:00,2,0.1673
"MRS1",2018-07-23 21:00:00,3,0.102
"MRS1",2018-07-23 21:00:00,4,0.2167
"MRS1",2018-07-23 21:00:00,5,0.2465
"MRS11",2018-07-23 21:00:00,1,0.2501
"MRS11",2018-07-23 21:00:00,2,0.1194
"MRS11",2018-07-23 21:00:00,3,0.3627
"MRS11",2018-07-23 21:00:00,4,0.1702
"MRS11",2018-07-23 21:00:00,5,0.2748
"MRS13A",2018-07-23 21:00:00,1,0.0243
"MRS13A",2018-07-23 21:00:00,2,0.1804
"MRS13A",2018-07-23 21:00:00,3,0.1042
"MRS13A",2018-07-23 21:00:00,4,0.1942
"MRS13A",2018-07-23 21:00:00,5,0.1085
"MRS1",2018-07-23 22:00:00,1,0.2225
"MRS1",2018-07-23 22:00:00,2,0.1782
"MRS1",2018-07-23 22:00:00,3,0.1027
"MRS1",2018-07-23 22:00:00,4,0.2189
"MRS1",2018-07-23 22:00:00,5,0.2538
"MRS11",2018-07-23 22:00:00,1,0.2625
"MRS11",2018-07-23 22:00:00,2,0.1288
"MRS11",2018-07-23 22:00:00,3,0.3852
"MRS11",2018-07-23 22:00:00,4,0.1928
"MRS11",2018-07-23 22:00:00,5,0.2872
"MRS13A",2018-07-23 22:00:00,1,0.0301
"MRS13A",2018-07-23 22:00:00,2,0.2029
"MRS13A",2018-07-23 22:00:00,3,0.1165
"MRS13A",2018-07-23 22:00:00,4,0.2015
"MRS13A",2018-07-23 22:00:00,5,0.1412
"MRS1",2018-07-23 23:00:00,1,0.2066
"MRS1",2018-07-23 23:00:00,2,0.1659
"MRS1",2018-07-23 23:00:00,3,0.1027
"MRS1",2018-07-23 23:00:00,4,0.216
"MRS1",2018-07-23 23:00:00,5,0.2443
"MRS11",2018-07-23 23:00:00,1,0.2545
"MRS11",2018-07-23 23:00:00,2,0.1339
"MRS11",2018-07-23 23:00:00,3,0.3773
"MRS11",2018-07-23 23:00:00,4,0.1753
"MRS11",2018-07-23 23:00:00,5,0.2806
"MRS13A",2018-07-23 23:00:00,1,0.0272
"MRS13A",2018-07-23 23:00:00,2,0.2189
"MRS13A",2018-07-23 23:00:00,3,0.1223
"MRS13A",2018-07-23 23:00:00,4,0.2066
"MRS13A",2018-07-23 23:00:00,5,0.1216
"MRS1",2018-07-24 00:00:00,1,0.1986
"MRS1",2018-07-24 00:00:00,2,0.1615
"MRS1",2018-07-24 00:00:00,3,0.102
"MRS1",2018-07-24 00:00:00,4,0.2146
"MRS1",2018-07-24 00:00:00,5,0.24
"MRS11",2018-07-24 00:00:00,1,0.2516
"MRS11",2018-07-24 00:00:00,2,0.1339
"MRS11",2018-07-24 00:00:00,3,0.3743
"MRS11",2018-07-24 00:00:00,4,0.1702
"MRS11",2018-07-24 00:00:00,5,0.2785
"MRS13A",2018-07-24 00:00:00,1,0.025
"MRS13A",2018-07-24 00:00:00,2,0.2254
"MRS13A",2018-07-24 00:00:00,3,0.1245
"MRS13A",2018-07-24 00:00:00,4,0.2109
"MRS13A",2018-07-24 00:00:00,5,0.1136
"MRS1",2018-07-24 01:00:00,1,0.1913
"MRS1",2018-07-24 01:00:00,2,0.1579
"MRS1",2018-07-24 01:00:00,3,0.102
"MRS1",2018-07-24 01:00:00,4,0.2138
"MRS1",2018-07-24 01:00:00,5,0.2356
"MRS11",2018-07-24 01:00:00,1,0.2501
"MRS11",2018-07-24 01:00:00,2,0.1339
"MRS11",2018-07-24 01:00:00,3,0.3722
"MRS11",2018-07-24 01:00:00,4,0.1695
"MRS11",2018-07-24 01:00:00,5,0.277
"MRS13A",2018-07-24 01:00:00,1,0.0235
"MRS13A",2018-07-24 01:00:00,2,0.2262
"MRS13A",2018-07-24 01:00:00,3,0.1252
"MRS13A",2018-07-24 01:00:00,4,0.216
"MRS13A",2018-07-24 01:00:00,5,0.1092
"MRS1",2018-07-24 02:00:00,1,0.184
"MRS1",2018-07-24 02:00:00,2,0.155
"MRS1",2018-07-24 02:00:00,3,0.102
"MRS1",2018-07-24 02:00:00,4,0.2146
"MRS1",2018-07-24 02:00:00,5,0.232
"MRS11",2018-07-24 02:00:00,1,0.248
"MRS11",2018-07-24 02:00:00,2,0.1325
"MRS11",2018-07-24 02:00:00,3,0.37
"MRS11",2018-07-24 02:00:00,4,0.1681
"MRS11",2018-07-24 02:00:00,5,0.2763
"MRS13A",2018-07-24 02:00:00,1,0.0214
"MRS13A",2018-07-24 02:00:00,2,0.224
"MRS13A",2018-07-24 02:00:00,3,0.1252
"MRS13A",2018-07-24 02:00:00,4,0.2189
"MRS13A",2018-07-24 02:00:00,5,0.1027
"MRS1",2018-07-24 03:00:00,1,0.1797
"MRS1",2018-07-24 03:00:00,2,0.1528
"MRS1",2018-07-24 03:00:00,3,0.0954
"MRS1",2018-07-24 03:00:00,4,0.2146
"MRS1",2018-07-24 03:00:00,5,0.2291
"MRS11",2018-07-24 03:00:00,1,0.2472
"MRS11",2018-07-24 03:00:00,2,0.1325
"MRS11",2018-07-24 03:00:00,3,0.3685
"MRS11",2018-07-24 03:00:00,4,0.1673
"MRS11",2018-07-24 03:00:00,5,0.2756
"MRS13A",2018-07-24 03:00:00,1,0.0206
"MRS13A",2018-07-24 03:00:00,2,0.2211
"MRS13A",2018-07-24 03:00:00,3,0.1245
"MRS13A",2018-07-24 03:00:00,4,0.2225
"MRS13A",2018-07-24 03:00:00,5,0.0991
"MRS1",2018-07-24 04:00:00,1,0.1761
"MRS1",2018-07-24 04:00:00,2,0.1514
"MRS1",2018-07-24 04:00:00,3,0.0954
"MRS1",2018-07-24 04:00:00,4,0.2138
"MRS1",2018-07-24 04:00:00,5,0.2276
"MRS11",2018-07-24 04:00:00,1,0.2465
"MRS11",2018-07-24 04:00:00,2,0.1318
"MRS11",2018-07-24 04:00:00,3,0.3685
"MRS11",2018-07-24 04:00:00,4,0.1673
"MRS11",2018-07-24 04:00:00,5,0.2748
"MRS13A",2018-07-24 04:00:00,1,0.0192
"MRS13A",2018-07-24 04:00:00,2,0.2175
"MRS13A",2018-07-24 04:00:00,3,0.1223
"MRS13A",2018-07-24 04:00:00,4,0.2247
"MRS13A",2018-07-24 04:00:00,5,0.0969
"MRS1",2018-07-24 05:00:00,1,0.1739
"MRS1",2018-07-24 05:00:00,2,0.1499
"MRS1",2018-07-24 05:00:00,3,0.0947
"MRS1",2018-07-24 05:00:00,4,0.2138
"MRS1",2018-07-24 05:00:00,5,0.2254
"MRS11",2018-07-24 05:00:00,1,0.2458
"MRS11",2018-07-24 05:00:00,2,0.1318
"MRS11",2018-07-24 05:00:00,3,0.3671
"MRS11",2018-07-24 05:00:00,4,0.1681
"MRS11",2018-07-24 05:00:00,5,0.2748
"MRS13A",2018-07-24 05:00:00,1,0.0155
"MRS13A",2018-07-24 05:00:00,2,0.2146
"MRS13A",2018-07-24 05:00:00,3,0.1216
"MRS13A",2018-07-24 05:00:00,4,0.2276
"MRS13A",2018-07-24 05:00:00,5,0.0947
"MRS1",2018-07-24 06:00:00,1,0.1717
"MRS1",2018-07-24 06:00:00,2,0.1492
"MRS1",2018-07-24 06:00:00,3,0.094
"MRS1",2018-07-24 06:00:00,4,0.2138
"MRS1",2018-07-24 06:00:00,5,0.2247
"MRS11",2018-07-24 06:00:00,1,0.2451
"MRS11",2018-07-24 06:00:00,2,0.1303
"MRS11",2018-07-24 06:00:00,3,0.3656
"MRS11",2018-07-24 06:00:00,4,0.1673
"MRS11",2018-07-24 06:00:00,5,0.2748
"MRS13A",2018-07-24 06:00:00,1,0.0148
"MRS13A",2018-07-24 06:00:00,2,0.2131
"MRS13A",2018-07-24 06:00:00,3,0.1201
"MRS13A",2018-07-24 06:00:00,4,0.2298
"MRS13A",2018-07-24 06:00:00,5,0.0925
"MRS1",2018-07-24 07:00:00,1,0.1688
"MRS1",2018-07-24 07:00:00,2,0.1485
"MRS1",2018-07-24 07:00:00,3,0.094
"MRS1",2018-07-24 07:00:00,4,0.2138
"MRS1",2018-07-24 07:00:00,5,0.2225
"MRS11",2018-07-24 07:00:00,1,0.2451
"MRS11",2018-07-24 07:00:00,2,0.131
"MRS11",2018-07-24 07:00:00,3,0.3664
"MRS11",2018-07-24 07:00:00,4,0.1681
"MRS11",2018-07-24 07:00:00,5,0.2741
"MRS13A",2018-07-24 07:00:00,1,0.0141
"MRS13A",2018-07-24 07:00:00,2,0.2116
"MRS13A",2018-07-24 07:00:00,3,0.1194
"MRS13A",2018-07-24 07:00:00,4,0.2313
"MRS13A",2018-07-24 07:00:00,5,0.0911
"MRS1",2018-07-24 08:00:00,1,0.1673
"MRS1",2018-07-24 08:00:00,2,0.1477
"MRS1",2018-07-24 08:00:00,3,0.0933
"MRS1",2018-07-24 08:00:00,4,0.2138
"MRS1",2018-07-24 08:00:00,5,0.2218
"MRS11",2018-07-24 08:00:00,1,0.2451
"MRS11",2018-07-24 08:00:00,2,0.1296
"MRS11",2018-07-24 08:00:00,3,0.3656
